date,pm25,pm10,o3,no2,so2,co,city
2020-04-19,83,28,23,2,7,2,guwahati
2020-04-20,69,25,14,2,6,2,guwahati
2020-04-21,52,31,13,2,7,3,guwahati
2020-04-22,75,39,24,2,6,2,guwahati
2020-04-23,78,21,20,1,6,1,guwahati
2020-04-24,49,17,21,1,7,1,guwahati
2020-04-25,51,29,20,2,7,2,guwahati
2020-04-26,68,36,17,4,7,3,guwahati
2020-04-27,80,35,18,3,7,3,guwahati
2020-04-28,79,36,17,2,6,3,guwahati
2020-04-29,75,33,16,3,6,3,guwahati
2020-04-30,77,29,14,3,7,3,guwahati
2020-05-01,72,32,17,5,7,3,guwahati
2020-05-02,71,36,21,3,7,2,guwahati
2020-05-03,67,41,17,4,7,3,guwahati
2020-05-04,79,35,17,3,7,3,guwahati
2020-05-05,79,31,16,3,7,2,guwahati
2020-05-06,71,29,15,2,7,2,guwahati
2020-05-07,71,43,23,5,7,3,guwahati
2020-05-08,76,46,29,6,7,3,guwahati
2020-05-09,78,56,29,7,7,4,guwahati
2020-05-10,113,60,26,10,7,5,guwahati
2020-05-11,107,56,17,6,7,4,guwahati
2020-05-12,109,35,18,4,7,3,guwahati
2020-05-13,79,27,17,3,7,3,guwahati
2020-05-14,64,23,16,2,7,3,guwahati
2020-05-15,63,27,17,2,7,2,guwahati
2020-05-16,65,25,20,4,7,2,guwahati
2020-05-17,59,52,18,8,7,4,guwahati
2020-05-18,94,65,19,8,7,10,guwahati
2020-05-19,127,52,12,5,7,5,guwahati
2020-05-20,114,13,13,3,7,1,guwahati
2020-05-21,35,28,16,1,7,1,guwahati
2020-05-22,35,19,10,2,7,3,guwahati
2020-05-23,46,17,11,2,7,3,guwahati
2020-05-24,46,27,14,4,7,3,guwahati
2020-05-25,62,13,18,2,7,2,guwahati
2020-05-26,35,16,18,4,7,2,guwahati
2020-05-27,36,25,22,2,7,2,guwahati
2020-05-28,53,26,23,3,7,3,guwahati
2020-05-29,57,36,22,5,7,3,guwahati
2020-05-30,72,35,12,4,7,4,guwahati
2020-05-31,79,31,12,4,7,4,guwahati
2020-06-01,75,33,19,2,7,4,guwahati
2020-06-02,69,26,22,3,7,3,guwahati
2020-06-03,58,23,19,1,7,2,guwahati
2020-06-04,43,24,15,2,7,3,guwahati
2020-06-05,57,18,15,2,7,3,guwahati
2020-06-06,43,29,12,2,7,3,guwahati
2020-06-07,66,41,15,3,7,3,guwahati
2020-06-08,86,46,18,3,7,4,guwahati
2020-06-09,93,60,17,8,7,6,guwahati
2020-06-10,103,49,13,5,7,5,guwahati
2020-06-11,94,24,10,4,7,4,guwahati
2020-06-12,55,25,10,4,7,3,guwahati
2020-06-13,60,24,10,4,7,3,guwahati
2020-06-14,60,25,8,3,7,2,guwahati
2020-06-15,58,25,12,3,7,3,guwahati
2020-06-16,57,15,11,2,7,2,guwahati
2020-06-17,37,11,12,2,7,2,guwahati
2020-06-18,25,20,10,2,7,3,guwahati
2020-06-19,46,37,12,4,7,4,guwahati
2020-06-20,79,31,12,2,7,3,guwahati
2020-06-21,67,32,11,4,7,4,guwahati
2020-06-22,69,29,11,2,8,2,guwahati
2020-06-23,60,32,8,2,7,3,guwahati
2020-06-24,72,26,11,5,7,3,guwahati
2020-06-25,60,22,7,3,8,3,guwahati
2020-06-26,59,22,9,3,8,4,guwahati
2020-06-27,61,25,14,3,7,3,guwahati
2020-06-28,64,29,14,2,7,3,guwahati
2020-06-29,66,28,10,1,7,3,guwahati
2020-06-30,67,30,8,2,7,3,guwahati
2020-07-01,76,34,9,4,8,3,guwahati
2020-07-02,76,24,10,2,7,3,guwahati
2020-07-03,64,28,11,3,7,3,guwahati
2020-07-04,68,22,10,2,8,2,guwahati
2020-07-05,59,21,11,1,8,2,guwahati
2020-07-06,50,22,10,3,7,2,guwahati
2020-07-07,45,21,11,2,7,2,guwahati
2020-07-08,41,19,11,1,7,2,guwahati
2020-07-09,48,9,9,1,7,2,guwahati
2020-07-10,8,5,22,0,7,1,guwahati
2020-07-11,15,0,0,0,0,0,guwahati
2020-07-12,0,1,15,0,7,2,guwahati
2020-07-13,0,27,10,2,8,2,guwahati
2020-07-14,64,15,7,1,8,2,guwahati
2020-07-15,35,19,8,1,7,2,guwahati
2020-07-16,44,24,8,1,7,2,guwahati
2020-07-17,57,23,8,1,8,2,guwahati
2020-07-18,59,17,7,2,8,2,guwahati
2020-07-19,41,16,15,2,7,3,guwahati
2020-07-20,49,27,10,3,8,4,guwahati
2020-07-21,63,26,7,2,8,4,guwahati
2020-07-22,58,22,11,2,8,3,guwahati
2020-07-23,45,22,9,2,8,3,guwahati
2020-07-24,48,27,7,2,8,3,guwahati
2020-07-25,56,29,9,1,8,2,guwahati
2020-07-26,70,34,8,4,8,4,guwahati
2020-07-27,74,34,9,4,8,3,guwahati
2020-07-28,71,0,0,0,0,0,guwahati
